user_id,Username,anime_id,Anime Title,rating
1,Xinil,21,One Piece,9
1,Xinil,48,.hack//Sign,7
1,Xinil,320,A Kite,5
1,Xinil,49,Aa! Megami-sama!,8
1,Xinil,304,Aa! Megami-sama! Movie,8
1,Xinil,306,Abenobashi Mahou☆Shoutengai,8
1,Xinil,53,Ai Yori Aoshi,7
1,Xinil,47,Akira,5
1,Xinil,591,Amaenaide yo!!,6
1,Xinil,54,Appleseed (Movie),7
